Crop,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,Monsoon,Kushtia,673768.0,1392479,592.8,108285169.6,232818.8,2.066703969318816
Maize,Winter,Chittagong,65189.0,152769,802.9,5657752.57,13949.14,2.343478194173864
Maize,Summer,Tangail,19200.0,25300,1239.4,1452032.0,1224.0,1.3177083333333333
Maize,Summer,Mymensingh,161062.0,440821,1153.9,14941916.76,35654.88,2.7369646471545117
Maize,Winter,Kushtia,19933.0,22064,464.0,887057.1100000001,1983.25,1.1069081422766267
Maize,Monsoon,Rangpur,19810.0,45840,1380.0,1118886.4,1527.8000000000002,2.313982836951035
Maize,Monsoon,Tangail,389100.0,829700,1187.2,45660872.0,78711.0,2.132356720637368
Maize,Monsoon,Narsingdi,115000.0,424000,112.60000000000002,16159650.0,31950.0,3.6869565217391305
Maize,Monsoon,Faridpur,13777.0,37000,243.8,837851.8,-795.6799999999998,2.6856354794222255
Maize,Monsoon,Rangpur,19720.0,44380,1129.1,2113985.2,3507.6000000000004,2.2505070993914806
Maize,Autumn,Barisal,36330.0,79299,1117.2,4660940.6,3176.1000000000004,2.1827415359207265
Maize,Monsoon,Pabna,2240.0,2150,2287.9,-778284.8,-2462.4,0.9598214285714286
Maize,Winter,Jessore,407000.0,2513000,568.7,59375600.0,120170.0,6.174447174447175
Maize,Monsoon,Pabna,12485.0,17757,2052.8,1144423.6,1619.4499999999998,1.4222667200640768
Maize,Monsoon,Faridpur,20078.0,48000,144.0,1130878.1400000001,2421.0600000000004,2.390676362187469
Maize,Winter,Kushtia,10620.0,23341,196.70000000000005,-322995.80000000005,-2495.4,2.197834274952919
Maize,Monsoon,Sirajganj,101721.0,145368,756.9,14850166.22,14292.57,1.4290854395847465
Maize,Winter,Mymensingh,199600.0,600608,1002.7,19183548.0,47892.0,3.009058116232465
Maize,Monsoon,Narayanganj,160159.0,250992,145.60000000000002,14852537.82,35438.16,1.5671426519895852
Maize,Monsoon,Tangail,389100.0,829700,987.2,44660872.0,75711.0,2.132356720637368
Maize,Whole Year,Feni,6000.0,3000,2296.2,-431980.0,-1500.0,0.5
Maize,Monsoon,Satkhira,32050.0,42350,1582.2,2401466.5,5653.5,1.3213728549141965
Maize,Summer,Dinajpur,4000.0,8300,60.60000000000002,-1396800.0,-4760.0,2.075
Maize,Winter,Jessore,229264.0,1824103,668.2,35095324.16,84120.32,7.956342905994836
Maize,Winter,Barisal,102911.0,745795,1612.6,14692164.2,30018.85,7.246990117674495
Maize,Winter,Mymensingh,191502.0,549109,807.0,16799751.34,43790.52,2.8673799751438627
Maize,Winter,Narayanganj,158323.0,1059526,770.9,23926373.12,57162.74,6.692179910688908
Maize,Monsoon,Chittagong,545546.0,1066107,667.6,52998143.08,127931.04,1.9542018454905727
Maize,Monsoon,Rangamati,262353.0,574380,616.3,40553656.6,85823.55,2.1893403162914087
Maize,Autumn,Mymensingh,241450.0,624300,1005.5999999999999,36002212.5,81507.5,2.5856284945123216
Maize,Winter,Satkhira,140.0,260,1309.8,-1986142.8,-5966.4,1.8571428571428572
Maize,Monsoon,Bogra,1264000.0,4300000,848.4000000000001,192708000.0,439400.0,3.401898734177215
Maize,Winter,Chittagong,115803.0,321962,1117.7,18236036.33,24792.72,2.7802561246254416
Maize,Monsoon,Rangpur,19720.0,44380,729.0999999999999,113985.20000000019,-2492.3999999999996,2.2505070993914806
Maize,Monsoon,Kushtia,817385.0,1117621,875.5999999999999,79904767.3,193172.4,1.367312832997914
Maize,Winter,Jessore,97123.0,473602,735.6,8534564.91,22251.98,4.876311481317504
Maize,Winter,Jamalpur,175.0,223,2895.2,-976655.0,-2972.0,1.2742857142857142
Maize,Monsoon,Jessore,413659.0,912047,448.1,38161097.53,100414.75,2.204828131383579
Maize,Monsoon,Jessore,337533.0,986011,728.4,33472245.29,84758.58,2.9212284428485513
Maize,Winter,Mymensingh,190119.0,541979,1132.5,17783757.2,52134.51,2.850735591918746
Maize,Monsoon,Feni,36700.0,57050,2438.1,1632566.0,2808.0,1.5544959128065394
Maize,Winter,Pabna,1412.0,2076,1934.4,-1777031.08,-5534.04,1.4702549575070822
Maize,Monsoon,Pabna,2320.0,1730,2272.9,-770784.0,-2327.2,0.7456896551724138
Maize,Monsoon,Dhaka,27953.0,93179,1699.0,3219784.88,6224.49,3.333416806782814
Maize,Winter,Jamalpur,600.0,1059,2427.0,-943198.0,-2850.0,1.765
Maize,Winter,Rangpur,7220.0,17140,796.9000000000001,-828916.0,-3473.0,2.3739612188365653
Maize,Monsoon,Narsingdi,131000.0,483000,138.89999999999998,18754800.0,37610.0,3.687022900763359
Maize,Monsoon,Rajshahi,17039.0,25334,2254.7,1176050.69,748.5799999999999,1.486824344151652
Maize,Monsoon,Rajshahi,16906.0,24250,6058.8,659662.02,1395.5600000000004,1.4344019874600733
Maize,Summer,Tangail,29100.0,39150,475.70000000000005,2595181.0,3603.0,1.3453608247422681
Maize,Monsoon,Noakhali,53.0,95,411.9,-994587.11,-2986.22,1.7924528301886793
Maize,Winter,Jessore,97123.0,473602,535.6,7534564.91,19251.98,4.876311481317504
Maize,Summer,Chittagong,15780.0,50467,946.3,1015263.8,471.5999999999999,3.1981622306717363
Maize,Monsoon,Pabna,12485.0,17757,1652.8000000000002,-855576.3999999999,-4380.55,1.4222667200640768
Maize,Monsoon,Kaptai,40548.0,55941,2632.8,2838679.16,7137.0,1.3796241491565553
Maize,Winter,Tangail,85900.0,206700,852.8,11287136.0,4731.0,2.406286379511059
Maize,Winter,Rangpur,4850.0,10500,1333.561905,-187528.0,-1399.5,2.1649484536082473
Maize,Winter,Satkhira,5330.0,10560,1522.1,-160844.80000000005,-974.5999999999999,1.9812382739212007
Maize,Winter,Gazipur,6505.0,17797,1433.8,-132233.0,-1959.2,2.7358954650269025
Maize,Winter,Gazipur,6505.0,17797,1433.8,-132233.0,-1959.2,2.7358954650269025
Maize,Winter,Narayanganj,130471.0,984135,511.29999999999995,17695902.16,37055.43,7.542940576833166
Maize,Winter,Chittagong,103879.0,318029,635.5999999999999,12009476.71,19047.33,3.0615331298915085
Maize,Winter,Barisal,171547.0,1284319,1533.4,28464912.72,60472.39,7.486688779168391
Maize,Monsoon,Jessore,305100.0,791500,527.5,27036367.0,88581.0,2.594231399541134
Maize,Monsoon,Cox's Bazar,552897.0,2436849,948.7,77888087.53,143282.19,4.40741946510833
Maize,Winter,Mymensingh,181914.0,546011,1103.7,16312755.379999999,53393.34,3.0014787207141835
Maize,Monsoon,Bogra,1131000.0,2530000,691.2,169735760.0,370230.0,2.2369584438549954
Maize,Winter,Rangpur,6600.0,15400,787.5,-3664.0,-822.0,2.3333333333333335
Maize,Whole Year,Khulna,51.0,71,3055.4,-992631.01,-2986.23,1.392156862745098
Maize,Autumn,Gazipur,52843.0,103999,610.0999999999999,5344438.13,8438.189999999999,1.9680752417538747
Maize,Winter,Narayanganj,153314.0,1049167,801.9000000000001,22209813.74,44593.62,6.843256323623414
Maize,Winter,Kushtia,8864.0,21143,577.4,484897.28,-74.88000000000011,2.3852662454873648
Maize,Monsoon,Noakhali,54.0,99,414.6,-992275.84,-2995.14,1.8333333333333333
Maize,Monsoon,Kaptai,40548.0,55941,2632.8,2838679.16,7137.0,1.3796241491565553
Maize,Winter,Jamalpur,339.0,750,2153.0,-956706.31,-2925.42,2.2123893805309733
Maize,Monsoon,Kushtia,812088.0,1167245,472.9,107332539.2,126934.08,1.437338071736068
Maize,Monsoon,Kushtia,907927.0,1473111,674.4,88131193.59,233061.02,1.6224993859638495
Maize,Monsoon,Brahmanbaria,297718.0,676644,1157.1,41585582.72,23794.62,2.272768190032178
Maize,Summer,Gazipur,2489.0,6521,1010.0999999999999,-606962.01,-2178.63,2.6199276817999197
Maize,Monsoon,Kushtia,673768.0,1392479,392.79999999999995,107285169.6,229818.8,2.066703969318816
Maize,Monsoon,Kaptai,38429.0,52297,1957.6999999999998,2772574.93,6991.540000000001,1.3608732988107939
Maize,Monsoon,Rangpur,19740.0,41800,1839.8,2025155.0,3909.0,2.1175278622087133
Maize,Winter,Narayanganj,104342.0,693800,726.5,16479371.84,31432.86,6.649287918575454
Maize,Monsoon,Kaptai,48800.0,75226,2393.2,6706008.0,13104.0,1.541516393442623
Maize,Winter,Gazipur,374.0,527,1144.4,-941117.44,-2857.88,1.4090909090909092
Maize,Summer,Gazipur,3971.0,9914,1146.2,-334778.07999999996,-1689.57,2.4966003525560314
Maize,Winter,Kushtia,4215.0,13278,390.5,-461702.35,-2072.7,3.1501779359430606
Maize,Summer,Gazipur,2071.0,4226,890.4000000000001,-1775627.8599999999,-5565.09,2.0405601158860454
Maize,Winter,Gazipur,255.0,458,1010.0999999999999,-959732.95,-2915.85,1.796078431372549
Maize,Monsoon,Rajshahi,17209.0,26167,2795.9,1681506.38,-74.4699999999998,1.5205415770817596
Maize,Monsoon,Natore,21692.0,36649,1380.9,2324299.0,4592.2,1.689516872579753
Maize,Monsoon,Cox's Bazar,552897.0,2436849,948.7,77888087.53,143282.19,4.40741946510833
Maize,Winter,Barisal,56211.0,317798,1595.8,7614335.75,16673.85,5.653662094607817
Maize,Winter,Barisal,117678.0,903874,1630.0,17527224.32,41717.64,7.680908920953789
Maize,Monsoon,Rangpur,3540.0,8270,1343.7,-1664868.2,-5115.0,2.3361581920903953
Maize,Monsoon,Noakhali,67.0,122,62.69999999999999,-1991443.4300000002,-5985.26,1.8208955223880596
Maize,Summer,Gazipur,1585.0,3455,1303.4,-809926.8,-2667.15,2.1798107255520507
Maize,Monsoon,Kushtia,673768.0,1392479,192.79999999999995,106285169.6,226818.8,2.066703969318816
Maize,Winter,Satkhira,1000.0,1800,1511.5,-891660.0,-2790.0,1.8
Maize,Monsoon,Tangail,730600.0,2208900,1189.0,120359966.0,172344.0,3.023405420202573
Maize,Monsoon,Noakhali,20.0,102,478.5,-996756.0,-2993.0,5.1
Maize,Winter,Gazipur,5894.0,15471,1516.9,-247277.26,-1703.32,2.624872751951137
Maize,Monsoon,Satkhira,62140.0,112470,1369.0,6289476.0,3942.3999999999996,1.8099452848406823
Maize,Monsoon,Jessore,497803.0,1566921,744.6,70205741.12,41802.27,3.147672874611041
Maize,Monsoon,Feni,38387.0,67908,2540.0,5593351.12,11203.19,1.7690363925287207
Maize,Summer,Kushtia,25366.0,33635,190.5,1239491.8599999999,-419.47999999999956,1.3259875423795633
Maize,Autumn,Gazipur,44436.0,111619,1144.4,5996003.84,13885.68,2.511904761904762
Maize,Summer,Natore,92.0,150,1163.7,-986840.32,-2991.72,1.6304347826086956
Maize,Summer,Tangail,11200.0,18200,966.5,188656.0,24.0,1.625
Maize,Monsoon,Noakhali,34.0,174,357.70000000000005,-1994631.06,-5988.780000000001,5.117647058823529
Maize,Monsoon,Noakhali,40.0,878,789.5,-993355.6,-2990.4,21.95
Maize,Winter,Jessore,203463.0,1609315,287.6,28714774.48,61142.78999999999,7.909619930896526
Maize,Monsoon,Brahmanbaria,300150.0,682615,695.4000000000001,38040010.0,42024.0,2.274246210228219
Maize,Monsoon,Feni,39770.0,59120,1603.4,3305318.0,363.1999999999998,1.4865476489816445
Maize,Monsoon,Rangamati,297496.0,359960,1078.4,43909996.16,95173.68,1.209965848280313
Maize,Winter,Jessore,157628.0,1135482,740.7,23891037.48,49017.24,7.203555205927881
Maize,Winter,Jamalpur,180.0,295,1650.1999999999998,-1972856.0,-5944.2,1.6388888888888888
Maize,Summer,Mymensingh,196547.0,598834,689.3,29625953.54,30412.989999999998,3.0467725276905777
Maize,Monsoon,Rangpur,4670.0,10860,1369.7,-2541546.1,-7785.8,2.325481798715203
Maize,Autumn,Mymensingh,277416.0,825146,661.0,39878719.36,85547.28,2.974399457853909
Maize,Monsoon,Rangpur,19590.0,43350,787.5,1957306.4,3464.7,2.2128637059724348
Maize,Monsoon,Rajshahi,16898.0,24424,2974.4,26408.159999999916,-2451.42,1.4453781512605042
Maize,Summer,Chittagong,23518.0,88268,711.7,1702673.92,2936.84,3.7532103069988945
Maize,Summer,Barisal,60813.0,310486,1395.8,7319592.25,15284.55,5.105585976682617
Maize,Monsoon,Kushtia,817385.0,1117621,875.5999999999999,79904767.3,193172.4,1.367312832997914
Maize,Monsoon,Noakhali,165.0,132,384.5,-1983698.0,-5952.15,0.8
Maize,Winter,Chittagong,111362.0,347253,778.9863640000001,16655362.239999998,30749.46,3.118236023059931
Maize,Winter,Mymensingh,268085.0,1645555,912.0,41207302.4,98872.3,6.138183784993566
Maize,Autumn,Barisal,56185.0,151542,1630.0,7845766.4,18350.3,2.697196760701255
Maize,Monsoon,Tangail,193869.0,305573,766.5,18575316.97,46344.63,1.5761828863820415
Maize,Monsoon,Noakhali,37.0,828,506.79999999999995,-994653.87,-2990.01,22.37837837837838
Maize,Monsoon,Jamalpur,8721.0,13055,2338.7,-551354.69,-3906.96,1.4969613576424723
Maize,Monsoon,Brahmanbaria,280811.0,711114,982.2,43210883.84,103708.18,2.5323580628963964
Maize,Monsoon,Mymensingh,259494.0,397591,852.8,32139978.74,54088.68,1.5321780079693557
Maize,Monsoon,Mymensingh,369521.0,395957,1132.5,35508674.8,104161.09,1.0715412655843646
Maize,Monsoon,Kaptai,37800.0,54985,2339.5,1095252.0,-1062.0,1.4546296296296297
Maize,Monsoon,Satkhira,35000.0,52500,1431.8,2435950.0,6100.0,1.5
Maize,Winter,Mymensingh,199600.0,600608,1202.7,20183548.0,50892.0,3.009058116232465
Maize,Winter,Kushtia,4215.0,13278,190.5,-1461702.35,-5072.7,3.1501779359430606
Maize,Monsoon,Brahmanbaria,298467.0,729571,912.5999999999999,28542263.66,68632.08,2.4443941876321333
Maize,Summer,Gazipur,4454.0,12540,1091.9,-260146.06000000006,-1931.04,2.815446789402784
Maize,Winter,Tangail,333739.0,904932,729.5,50543868.16,120820.82,2.711496109235061
Maize,Winter,Pabna,2463.0,5265,1569.1,-2600501.4,-8137.95,2.137637028014616
Maize,Monsoon,Faridpur,8000.0,24000,252.2,155920.0,-840.0,3.0
Maize,Winter,Dinajpur,110000.0,220000,907.5,17272100.0,23400.0,2.0
Maize,Monsoon,Narayanganj,160159.0,250992,-54.39999999999998,13852537.82,32438.160000000003,1.5671426519895852
Maize,Winter,Narayanganj,164978.0,1108221,510.1,26336621.28,55041.86,6.717386560632327
Maize,Monsoon,Noakhali,37.0,828,51.89999999999998,-1994420.4,-5988.530000000001,22.37837837837838
Maize,Monsoon,Satkhira,35000.0,52500,1031.8,435950.0,100.0,1.5
Maize,Winter,Barisal,102911.0,745795,1612.6,14692164.2,30018.85,7.246990117674495
Maize,Winter,Jessore,354157.0,2584881,744.6,49658617.28,28874.13,7.298686740626333
Maize,Winter,Jessore,407000.0,2513000,368.70000000000005,58375600.0,117170.0,6.174447174447175
Maize,Monsoon,Kushtia,810306.0,1040607,351.9,95171895.52,164164.26,1.2842148521669592
Maize,Monsoon,Jamalpur,10810.0,20720,1675.4,-703664.8,-3729.9,1.9167437557816835
Maize,Monsoon,Rangpur,4340.0,10710,1892.6999999999998,-539395.8,-1828.2,2.467741935483871
Maize,Monsoon,Jamalpur,5474.0,8786,3665.8,-138173.43999999994,-919.8800000000001,1.6050420168067228
Maize,Autumn,Barisal,46431.0,124996,1395.8,5115550.75,10250.85,2.692080721931468
Maize,Monsoon,Jessore,530919.0,1492303,661.9,87939550.88,172203.27,2.810792230076528
Maize,Monsoon,Dinajpur,484400.0,831900,702.5,46945912.0,113256.0,1.7173823286540049
Maize,Monsoon,Chittagong,1091587.0,2982667,624.9000000000001,170372503.2,354223.71,2.7324134494089796
Maize,Winter,Narayanganj,104342.0,693800,526.5,15479371.84,28432.86,6.649287918575454
Maize,Winter,Dinajpur,88311.0,201807,384.29999999999995,12945190.01,26142.63,2.2851853110031595
Maize,Summer,Mymensingh,192263.0,926639,869.9000000000001,26780080.87,48911.01,4.819642885006475
Maize,Monsoon,Rangpur,19590.0,43350,587.5,957306.3999999999,464.6999999999998,2.2128637059724348
Maize,Winter,Chittagong,111362.0,347253,778.9863640000001,16655362.239999998,30749.46,3.118236023059931
Maize,Winter,Mymensingh,284883.0,2131513,1005.5999999999999,42658319.75,96709.05,7.482064566857272
Maize,Winter,Narayanganj,130471.0,984135,711.3,18695902.16,40055.43,7.542940576833166
Maize,Monsoon,Cox's Bazar,552897.0,2436849,748.7,76888087.53,140282.19,4.40741946510833
Maize,Winter,Tangail,344895.0,1084699,951.0999999999999,51855158.75,117713.25,3.1450122501051045
Maize,Winter,Chittagong,87280.0,262415,747.2,11375660.0,24548.0,3.006587992667278
Maize,Winter,Rangpur,3850.0,8000,1760.5,-1360476.5,-5076.0,2.0779220779220777
Maize,Summer,Mymensingh,192263.0,926639,869.9000000000001,26780080.87,48911.01,4.819642885006475
Maize,Monsoon,Tangail,736200.0,2126700,974.0954549999999,122328224.0,239946.0,2.888753056234719
Maize,Monsoon,Rajshahi,16898.0,24424,2974.4,26408.159999999916,-2451.42,1.4453781512605042
Maize,Winter,Gazipur,1575.0,3107,1090.4,-829364.5,-2669.25,1.9726984126984126
Maize,Summer,Chittagong,11990.0,37005,1116.2,437840.80000000005,-482.0999999999999,3.086321934945788
Maize,Monsoon,Jessore,505358.0,1238622,581.8,53750485.72,103125.18,2.4509793057594815
Maize,Summer,Tangail,19200.0,25300,1039.4,452032.0,-1776.0,1.3177083333333333
Maize,Monsoon,Brahmanbaria,298052.0,683642,868.4000000000001,28259764.84,74493.52,2.293700428113215
Maize,Monsoon,Rangpur,19720.0,44380,929.0999999999999,1113985.2000000002,507.60000000000036,2.2505070993914806
Maize,Summer,Gazipur,3578.0,10000,1230.2,-460437.6,-1890.82,2.7948574622694244
Maize,Monsoon,Jamalpur,9173.0,8906,1712.1,312105.9199999999,-2174.43,0.9708928376757876
Maize,Winter,Narayanganj,104342.0,693800,526.5,15479371.84,28432.86,6.649287918575454
Maize,Winter,Narayanganj,153314.0,1049167,1001.9000000000001,23209813.74,47593.62,6.843256323623414
Maize,Winter,Kushtia,10653.0,25493,416.4,608176.8799999999,515.4899999999998,2.3930348258706466
Maize,Monsoon,Rangamati,293858.0,523609,1372.6,45403116.78,93973.14,1.7818436115402678
Maize,Winter,Tangail,61700.0,100100,767.4,4841139.0,12425.0,1.6223662884927066
Maize,Winter,Satkhira,5300.0,10500,1759.8,-187775.0,-1145.0,1.9811320754716981
Maize,Winter,Satkhira,5300.0,10500,1559.8,-1187775.0,-4145.0,1.9811320754716981
Maize,Monsoon,Noakhali,53.0,95,211.89999999999998,-1994587.1099999999,-5986.219999999999,1.7924528301886793
Maize,Monsoon,Kaptai,40548.0,55941,2432.8,1838679.1600000001,4137.0,1.3796241491565553
Maize,Summer,Chittagong,27180.0,88183,1035.6,2927238.2,4338.6,3.2444076526857986
Maize,Monsoon,Bogra,1131000.0,2530000,491.20000000000005,168735760.0,367230.0,2.2369584438549954
Maize,Monsoon,Noakhali,37.0,828,251.89999999999998,-994420.4,-2988.53,22.37837837837838
Maize,Winter,Chittagong,111362.0,347253,578.9863640000001,15655362.239999998,27749.46,3.118236023059931
Maize,Winter,Jessore,161853.0,1131719,820.5,24252556.6,50648.55,6.9922645857660966
Maize,Whole Year,Narayanganj,197782.0,759112,527.9,23258739.22,37512.04,3.8381248040772165
Maize,Winter,Mymensingh,191502.0,549109,607.0,15799751.34,40790.52,2.8673799751438627
Maize,Monsoon,Sirajganj,100591.0,157130,1046.2,12418839.4,13094.56,1.5620681770734957
Maize,Summer,Barisal,41172.0,179065,1486.5,5897133.44,10586.76,4.349193626736617
Maize,Monsoon,Dinajpur,310536.0,549680,925.4000000000001,49368939.2,105687.6,1.770100729062009
Maize,Autumn,Tangail,21.0,19695,756.0999999999999,-1998001.4300000002,-5993.49,937.8571428571429
Maize,Monsoon,Chittagong,502797.0,1391132,1066.7,46851190.49,152867.07,2.7667865957831888
Maize,Winter,Gazipur,5894.0,15471,1516.9,-247277.26,-1703.32,2.624872751951137
Maize,Winter,Kushtia,8864.0,21143,577.4,484897.28,-74.88000000000011,2.3852662454873648
Maize,Winter,Jamalpur,180.0,295,1450.1999999999998,-2972856.0,-8944.2,1.6388888888888888
Maize,Monsoon,Noakhali,67.0,122,-137.3,-2991443.43,-8985.26,1.8208955223880596
Maize,Autumn,Gazipur,50230.0,65866,1157.1,3962724.0,11566.7,1.311288074855664
Maize,Summer,Tangail,22300.0,31300,789.0,704253.0,-3648.0,1.4035874439461884
Maize,Winter,Jessore,161853.0,1131719,820.5,24252556.6,50648.55,6.9922645857660966
Maize,Monsoon,Sirajganj,104861.0,190489,1083.1,16418460.71,22166.64,1.8165857659186924
Maize,Monsoon,Kushtia,769793.0,1151245,691.6,109111190.7,66281.37,1.4955254204701784
Maize,Monsoon,Chittagong,1262641.0,2988982,947.2,192499733.3,438924.35,2.3672461135033633
Maize,Winter,Barisal,102911.0,745795,1412.6,13692164.2,27018.85,7.246990117674495
Maize,Monsoon,Jamalpur,5481.0,8443,2426.8,-160036.75,-1081.65,1.5404123335157818
Maize,Monsoon,Natore,26780.0,36287,1163.7,2830611.2,-589.8000000000002,1.3550037341299477
Maize,Monsoon,Noakhali,34.0,174,347.1,-1994789.5,-5988.1,5.117647058823529
Maize,Winter,Narayanganj,158323.0,1059526,570.9,22926373.12,54162.74,6.692179910688908
Maize,Summer,Gazipur,4454.0,12540,1091.9,-260146.06000000006,-1931.04,2.815446789402784
Maize,Summer,Tangail,56994.0,112994,1355.8,8789289.44,18087.78,1.9825595676737902
Maize,Monsoon,Bogra,1131000.0,2530000,691.2,169735760.0,370230.0,2.2369584438549954
Maize,Summer,Chittagong,27180.0,88183,835.5999999999999,1927238.2000000002,1338.6000000000004,3.2444076526857986
Maize,Monsoon,Bogra,841830.0,1111216,340.4,110300122.0,128692.79999999999,1.3200004751553165
Maize,Monsoon,Dinajpur,464500.0,792600,58.39999999999998,41974215.0,110125.0,1.706350914962325
Maize,Monsoon,Cox's Bazar,463203.0,1597928,615.7,71926680.32,173017.14,3.449735860950814
Maize,Autumn,Gazipur,50230.0,65866,957.0999999999999,2962724.0,8566.7,1.311288074855664
Maize,Monsoon,Narsingdi,162000.0,417000,-35.60000000000002,15193060.0,37740.0,2.574074074074074
Maize,Monsoon,Feni,36700.0,57050,2438.1,1632566.0,2808.0,1.5544959128065394
Maize,Winter,Mymensingh,268085.0,1645555,712.0,40207302.4,95872.3,6.138183784993566
Maize,Monsoon,Noakhali,20.0,102,346.9,-996564.8,-2992.6,5.1
Maize,Autumn,Gazipur,98714.0,202050,1146.2,15536569.28,29575.62,2.046822132625565
Maize,Monsoon,Noakhali,67.0,122,-137.3,-2991443.43,-8985.26,1.8208955223880596
Maize,Winter,Satkhira,1500.0,2860,1569.0,-799900.0,-2760.0,1.9066666666666667
Maize,Monsoon,Feni,36700.0,57050,2638.1,2632566.0,5808.0,1.5544959128065394
Maize,Winter,Chittagong,103702.0,262272,921.0,14158845.64,11629.34,2.5290929779560662
Maize,Summer,Mymensingh,153596.0,489273,747.8,14640590.64,26255.16,3.1854540482825073
Maize,Winter,Barisal,46869.0,252419,1739.9,5772101.81,9654.63,5.385628027054129
Maize,Monsoon,Chittagong,1015117.0,2950506,1123.3,134416607.8,159418.72,2.9065674203072156
Maize,Winter,Dinajpur,88311.0,201807,184.29999999999995,11945190.01,23142.63,2.2851853110031595
Maize,Monsoon,Brahmanbaria,290241.0,612701,908.3,47621172.32,92779.53,2.1110077487329497
Maize,Autumn,Mymensingh,234466.0,468518,429.20000000000005,37947147.26,53271.84,1.9982342855680568
Maize,Monsoon,Pabna,2018.0,2030,1604.2,-1685555.24,-5656.9400000000005,1.0059464816650148
Maize,Winter,Jamalpur,142.0,180,1629.9,-1978563.6800000002,-5953.139999999999,1.267605633802817
Maize,Monsoon,Barisal,64629.0,190546,1412.9,6001905.86,10572.09,2.9483049405065835
Maize,Summer,Chittagong,20026.0,64553,1123.3,1671468.4,204.15999999999985,3.2234595026465596
Maize,Monsoon,Rajshahi,16637.0,24051,6000.3,765684.81,1491.9899999999998,1.4456332271443169
Maize,Monsoon,Rangamati,329465.0,465090,733.2,30190451.55,79366.25,1.4116522240602187
Maize,Monsoon,Natore,33467.0,48302,1213.4,2285455.39,5701.42,1.4432724773657633
Maize,Winter,Narayanganj,164978.0,1108221,310.1,25336621.28,52041.86,6.717386560632327
Maize,Monsoon,Narsingdi,126000.0,502000,305.20000000000005,19107520.0,35580.0,3.984126984126984
Maize,Monsoon,Dinajpur,443500.0,884600,266.5,43294655.0,109310.0,1.9945885005636979
Maize,Summer,Natore,92.0,150,1163.7,-986840.32,-2991.72,1.6304347826086956
Maize,Monsoon,Jessore,95591.0,450932,699.2,15418710.16,32368.67,4.717306022533502
Maize,Winter,Tangail,85900.0,206700,652.8,10287136.0,1731.0,2.406286379511059
Maize,Summer,Mymensingh,184273.0,719263,674.0,28098549.43,57810.09,3.9032468131522253
Maize,Winter,Mymensingh,284883.0,2131513,1005.5999999999999,42658319.75,96709.05,7.482064566857272
Maize,Autumn,Barisal,43701.0,117402,1539.9,4314357.49,5799.27,2.686483146838745
Maize,Monsoon,Cox's Bazar,552897.0,2436849,748.7,76888087.53,140282.19,4.40741946510833
Maize,Monsoon,Kushtia,755265.0,836410,464.0,70500937.55,185816.25,1.107439110775688
Maize,Monsoon,Noakhali,53.0,95,211.89999999999998,-1994587.1099999999,-5986.219999999999,1.7924528301886793
Maize,Monsoon,Rangamati,311022.0,486988,551.7,47463448.04,49873.74,1.5657670518484224
Maize,Monsoon,Pabna,13519.0,17430,1969.1,1192781.7999999998,1731.6499999999996,1.2892965456024854
Maize,Monsoon,Chittagong,1108434.0,2585194,1121.0,171716185.9,185433.78,2.3322940292340366
Maize,Monsoon,Feni,36700.0,57050,2638.1,2632566.0,5808.0,1.5544959128065394
Maize,Winter,Gazipur,211.0,302,930.3,-1967121.98,-5964.13,1.4312796208530805
Maize,Monsoon,Tangail,771711.0,1051683,1355.8,131549081.4,282533.07,1.3627938438094054
Maize,Summer,Kushtia,48817.0,120432,414.5,6384807.92,12062.29,2.4670094434315915
Maize,Winter,Gazipur,211.0,302,930.3,-1967121.98,-5964.13,1.4312796208530805
Maize,Winter,Kushtia,4215.0,13278,390.5,-461702.35,-2072.7,3.1501779359430606
Maize,Winter,Pabna,2463.0,5265,1569.1,-2600501.4,-8137.95,2.137637028014616
Maize,Winter,Kushtia,19933.0,22064,464.0,887057.1100000001,1983.25,1.1069081422766267
Maize,Monsoon,Jessore,305100.0,791500,527.5,27036367.0,88581.0,2.594231399541134
Maize,Winter,Cox's Bazar,118486.0,589814,347.9,16710124.260000002,33100.38,4.9779214421957025
Maize,Monsoon,Brahmanbaria,297718.0,676644,957.0999999999999,40585582.72,20794.62,2.272768190032178
Maize,Monsoon,Narsingdi,154000.0,352000,-11.399999999999977,12215200.0,35660.0,2.2857142857142856
Maize,Winter,Jessore,354157.0,2584881,744.6,49658617.28,28874.13,7.298686740626333
Maize,Monsoon,Brahmanbaria,300150.0,682615,695.4000000000001,38040010.0,42024.0,2.274246210228219
Maize,Winter,Satkhira,1500.0,2860,1369.0,-1799900.0,-5760.0,1.9066666666666667
Maize,Winter,Cox's Bazar,252561.0,1750601,631.7,41379877.36,87447.57,6.9313987511927815
Maize,Autumn,Gazipur,111982.0,284745,891.9000000000001,16601330.02,20875.68,2.5427747316533016
Maize,Monsoon,Noakhali,94.0,228,393.6,-991101.02,-2976.5,2.425531914893617
Maize,Monsoon,Faridpur,17469.0,36000,316.9,1094882.48,668.4899999999998,2.0607934054611023
Maize,Monsoon,Feni,38387.0,67908,2340.0,4593351.12,8203.19,1.7690363925287207
Maize,Monsoon,Jessore,305100.0,791500,527.5,27036367.0,88581.0,2.594231399541134
